item_id,cefr_level,kind,section,concept_group,concept
pcic-00315,A1,grammar,gramatica,12.2. Complementos,El atributo es un sustantivo Mario es cocinero .
pcic-00316,A1,grammar,gramatica,12.2. Complementos,El atributo es un adjetivo El hijo de Marta es rubio .
pcic-00317,A1,grammar,gramatica,12.2. Complementos,OD de persona sin preposición Tengo dos hermanos .
pcic-00318,A1,grammar,gramatica,12.2. Complementos,OD de cosa No tengo teléfono .
pcic-00319,A1,grammar,gramatica,12.2. Complementos,El OD es una proposición subordinada Creo que Barcelona es una ciudad muy bonita .
pcic-00320,A1,grammar,gramatica,12.2. Complementos,Pronombre de OI de 1.ª persona de singular con gustar Me gusta bailar .
pcic-00321,A2,grammar,gramatica,12.2. Complementos,El atributo es un participio El tren está parado en la vía 2 .
pcic-00322,A2,grammar,gramatica,12.2. Complementos,OD de persona con preposición a Hoy he visto a Almudena en el cine .
pcic-00323,A2,grammar,gramatica,12.2. Complementos,Pronombres personales de OD : sustitución del OD referencial definido Vi al ladrón . / Lo vi . / *Vi a él . [ v. Gramática 7.1.2. ]
pcic-00324,A2,grammar,gramatica,12.2. Complementos,Anteposición de la preposición a He escrito una postal a mis padres .
pcic-00325,A2,grammar,gramatica,12.2. Complementos,Pronombres personales de OI [ v. Gramática 7.1.3. ]
pcic-00326,A2,grammar,gramatica,12.2. Complementos,Dativo de recepción o destino Te doy los ejercicios a ti . [ v. Tácticas y estrategias pragmáticas 1.3.3. ]
pcic-00327,A2,grammar,gramatica,12.2. Complementos,Dativo de separación Robaron la cartera a muchas personas .
pcic-00328,A2,grammar,gramatica,12.2. Complementos,Dativo posesivo Le rompieron las gafas a Ana . Me duele la cabeza . Me preparo el desayuno . [ v. Tácticas y estrategias pragmáticas 1.3.3. ]
pcic-00329,A2,grammar,gramatica,12.2. Complementos,"Reduplicación del OI (regla general) con verbos como interesar , encantar A mí me encanta comer fuera ."
pcic-00330,A2,grammar,gramatica,12.2. Complementos,Concurrencia de dos o más complementos circunstanciales Ceno todos los sábados en un restaurante .
pcic-00331,A2,grammar,gramatica,12.2. Complementos,Movilidad en la posición Por la tarde tomo café con mi abuela . / Tomo café con mi abuela por la tarde .
pcic-00332,A1,grammar,gramatica,13.1. Concordancia,Concordancia sujeto-verbo
pcic-00333,A1,grammar,gramatica,13.1. Concordancia,Concordancia sujeto-atributo
pcic-00334,A2,grammar,gramatica,13.1. Concordancia,Concordancia del pronombre de tratamiento usted / ustedes
pcic-00335,A1,grammar,gramatica,13.2. Constituyentes,Orden neutro o canónico: SVO [El Caribe] Tendencia a la presencia de sujeto explícito pronominal con orden SVO Yo soy
pcic-00336,A2,grammar,gramatica,13.2. Constituyentes,Variaciones en el orden SV debidas a la estructura informativa de la oración ¿Quién es María? Soy yo.
pcic-00337,A1,grammar,gramatica,13.3. Tipos de oraciones simples,Enunciativas (afirmativas y negativas) Soy español . / No soy español .
pcic-00338,A1,grammar,gramatica,13.3. Tipos de oraciones simples,"Totales, con sentido literal ¿Te llamas Ana?"
pcic-00339,A1,grammar,gramatica,13.3. Tipos de oraciones simples,"Parciales, con sentido literal ¿Cuándo vienes?"
pcic-00340,A1,grammar,gramatica,13.3. Tipos de oraciones simples,Impersonales con el verbo haber Hay tres personas . [Hispanoamérica] Tendencia a personalizar el verbo haber (se interpreta como sujeto un complemento) Habían cajas por todas partes . Hubieron muchas gentes . Habíamos muchos .
pcic-00341,A1,grammar,gramatica,13.3. Tipos de oraciones simples,Copulativas o atributivas Soy de Madrid .
pcic-00342,A1,grammar,gramatica,13.3. Tipos de oraciones simples,Transitivas e intransitivas Estudio español . / Vivo en Italia .
pcic-00343,A2,grammar,gramatica,13.3. Tipos de oraciones simples,Interrogativas disyuntivas ¿Prefieres té o café?
pcic-00344,A2,grammar,gramatica,13.3. Tipos de oraciones simples,"Exclamativas ¡Estoy cansado! , ¡Qué difícil!"
pcic-00345,A2,grammar,gramatica,13.3. Tipos de oraciones simples,Exhortativas Habla con él .
pcic-00346,A2,grammar,gramatica,13.3. Tipos de oraciones simples,Reflexivas Me ducho por la mañana .
pcic-00347,A2,grammar,gramatica,13.3. Tipos de oraciones simples,Impersonales con el verbo hacer Hace frío . [Hispanoamérica] Tendencia a personalizar el verbo hacer (se interpreta como sujeto un complemento) Hacen dos días que estoy aquí . Ya hicieron dos años que llegué . Hacían días que llegué .
pcic-00348,A1,grammar,gramatica,14.1. Copulativas,Con la conjunción y Soy americana y vivo en Los Ángeles .
pcic-00349,A1,grammar,gramatica,14.1. Copulativas,Negativas con la conjunción ni No me gusta el otoño ni el invierno .
pcic-00350,A2,grammar,gramatica,14.1. Copulativas,Sustitución de y por e Quiero verte e ir a tu casa .
pcic-00351,A1,grammar,gramatica,14.2. Disyuntivas,Con la conjunción o ¿Eres americano o inglés? [ v. Funciones 1.2.1. ]
pcic-00352,A2,grammar,gramatica,14.2. Disyuntivas,Sustitución de o por u Compra siete u ocho botellas de leche .
pcic-00353,A1,grammar,gramatica,14.3. Adversativas,"Con la conjunción pero Soy alemán, pero vivo en Suiza ."
pcic-00354,A1,grammar,gramatica,14.4. Distributivas,"Con uno... otro Uno habla alemán, otro habla francés ."
pcic-00355,A1,grammar,gramatica,15.1. Oraciones subordinadas sustantivas,Con el verbo ser Hablar español es útil .
pcic-00356,A1,grammar,gramatica,15.1. Oraciones subordinadas sustantivas,Con el verbo gustar Me gusta estudiar español . [ v. Funciones 3.2. ]
pcic-00357,A1,grammar,gramatica,15.1. Oraciones subordinadas sustantivas,"En función de OD Con verbos de actividad mental transitivos de un solo complemento, del tipo querer Quiero ir a España ."
pcic-00358,A1,grammar,gramatica,15.1. Oraciones subordinadas sustantivas,"Con el verbo creer , en forma afirmativa Creo que es muy caro . [ v. Tácticas y estrategias pragmáticas 3.1.2. ]"
pcic-00359,A2,grammar,gramatica,15.1. Oraciones subordinadas sustantivas,En función de sujeto Con verbos psicológicos inacusativos. Preferencia por posición postverbal del infinitivo Le encanta ir al cine . / Ir al cine le encanta [selección de experimentador (+ humano) en función de OI ]
pcic-00360,A2,grammar,gramatica,15.1. Oraciones subordinadas sustantivas,En función de complemento de régimen Con verbos de dos argumentos Aprendo a hablar .
pcic-00361,A1,grammar,gramatica,15.2. Oraciones subordinadas adjetivas o de relativo,"Especificativas o restrictivas, con antecedente expreso La profesora que tengo es muy buena ."
pcic-00362,A1,grammar,gramatica,15.2. Oraciones subordinadas adjetivas o de relativo,"Que Con antecedente expreso, en función de sujeto y de OD la amiga que viene conmigo un libro que lees [ v. Gramática 7.2. ]"
pcic-00363,A1,grammar,gramatica,15.2. Oraciones subordinadas adjetivas o de relativo,Indicativo: presente
pcic-00364,A2,grammar,gramatica,15.2. Oraciones subordinadas adjetivas o de relativo,Indicativo: tiempos del pasado y del futuro
pcic-00365,A1,grammar,gramatica,15.3. Oraciones subordinadas adverbiales,En posición pospuesta Estudio español porque mi novio es de Cáceres .
pcic-00366,A1,grammar,gramatica,15.3. Oraciones subordinadas adverbiales,Causales de motivación (exigencia de sujeto agentivo) Estoy en España porque me gusta .
pcic-00367,A1,grammar,gramatica,15.3. Oraciones subordinadas adverbiales,Porque En causales del enunciado. Detrás de la principal: relación de motivación Estoy en España porque me gusta .
pcic-00368,A1,grammar,gramatica,15.3. Oraciones subordinadas adverbiales,Contraste por qué (interrogativo) / porque
pcic-00369,A1,grammar,gramatica,15.3. Oraciones subordinadas adverbiales,Siempre en indicativo
pcic-00370,A1,grammar,gramatica,15.3. Oraciones subordinadas adverbiales,Integradas en infinitivo Tengo un libro para aprender español .
pcic-00371,A1,grammar,gramatica,15.3. Oraciones subordinadas adverbiales,Sujeto agentivo con infinitivo Estudio español para trabajar en México .
pcic-00372,A1,grammar,gramatica,15.3. Oraciones subordinadas adverbiales,Sujeto no agentivo con infinitivo El boli es para escribir .
pcic-00373,A1,grammar,gramatica,15.3. Oraciones subordinadas adverbiales,Para + infinitivo Este libro es para aprender español .
pcic-00374,A2,grammar,gramatica,15.3. Oraciones subordinadas adverbiales,Introducidas por antes de Con infinitivo. Correferencialidad de los sujetos. Interpretación factual Me lavo [yo] los dientes antes de [yo] acostarme .
pcic-00375,A2,grammar,gramatica,15.3. Oraciones subordinadas adverbiales,Introducidas por después de Con infinitivo. Correferencialidad de los sujetos. Interpretación factual A veces [yo] doy un paseo después de [yo] cenar .
pcic-00376,A2,grammar,gramatica,15.3. Oraciones subordinadas adverbiales,"Valor habitual, con presente de indicativo Cuando él viene trae regalos [= cada vez que viene]."
pcic-00377,A2,grammar,gramatica,15.3. Oraciones subordinadas adverbiales,Con sustantivo desde tu cumpleaños
pcic-00378,A2,grammar,gramatica,15.3. Oraciones subordinadas adverbiales,Con adverbio desde ayer
pcic-00379,A2,grammar,gramatica,15.3. Oraciones subordinadas adverbiales,Con verbo en indicativo desde que te vi
pcic-00380,A2,grammar,gramatica,15.3. Oraciones subordinadas adverbiales,Con complemento temporal. Contraste y restricciones aspectuales de desde / desde hace / hace que
pcic-00381,A2,grammar,gramatica,15.3. Oraciones subordinadas adverbiales,Con sustantivo hasta tu cumpleaños
pcic-00382,A2,grammar,gramatica,15.3. Oraciones subordinadas adverbiales,Con adverbio hasta ayer
pcic-00383,A2,grammar,gramatica,15.3. Oraciones subordinadas adverbiales,"[México, América Central y región andina] Hasta sin no con valor de inicio o término Viene hasta hoy ."
pcic-00384,A2,grammar,gramatica,15.3. Oraciones subordinadas adverbiales,Equivalencia en oración simple con preposición por Trabajo por dinero .
pcic-00385,A2,grammar,gramatica,15.3. Oraciones subordinadas adverbiales,En causales del enunciado. Detrás de la principal: relación causa-efecto Como porque tengo hambre .
pcic-00386,A2,grammar,gramatica,15.3. Oraciones subordinadas adverbiales,Siempre en indicativo
pcic-00387,A2,grammar,gramatica,15.3. Oraciones subordinadas adverbiales,Integradas en infinitivo Traigo esta caja para guardar la ropa .
pcic-00388,A2,grammar,gramatica,15.3. Oraciones subordinadas adverbiales,"Con infinitivo, como modificador de un SN comida para llevar"
pcic-00389,A2,grammar,gramatica,15.3. Oraciones subordinadas adverbiales,Detrás de la principal Estudio español para trabajar en México . / Para trabajar en México estudio español .
pcic-00390,A2,grammar,gramatica,15.3. Oraciones subordinadas adverbiales,"Prótasis y apódosis en presente de indicativo Si quieres ir al cine, puedes comprar la entrada por Internet ."
pcic-00391,A2,grammar,gramatica,15.3. Oraciones subordinadas adverbiales,Si Diferencia entre si / sí
pcic-00392,A2,grammar,gramatica,15.3. Oraciones subordinadas adverbiales,"Coordinadas Introducidas por entonces Entonces quedamos mañana, ¿no?"
pcic-00393,A2,grammar,gramatica,15.3. Oraciones subordinadas adverbiales,Yuxtapuestas Introducidas por por eso . Acción como resultado Está enfermo. Por eso no ha venido .
pcic-00394,A2,grammar,gramatica,15.3. Oraciones subordinadas adverbiales,Por eso Valor de consecuencia
pcic-00395,A2,grammar,gramatica,15.3. Oraciones subordinadas adverbiales,Entonces Valor de deducción Mañana voy al médico. Entonces no vienes a clase .
pcic-00396,A2,grammar,gramatica,15.3. Oraciones subordinadas adverbiales,Indicativo
pcic-00397,A2,grammar,gramatica,15.3. Oraciones subordinadas adverbiales,"Introducidas por tan como (invariable). Término de la comparación: sustantivos con determinante, pronombres sujeto Comparación de cualidades Soy tan alto como tú / como Manuel . El piso es tan grande como el estudio . [ v. Gramática 6.1. ]"
pcic-00398,A2,grammar,gramatica,15.3. Oraciones subordinadas adverbiales,"Introducidas por tanto / a / os / as... como . Concordancia con el sustantivo. Término de la comparación: sustantivos con determinante, pronombres sujeto Comparación de cantidad de objetos Tengo tantos problemas como tú . He comprado tantas libretas como él ."
pcic-00399,A2,grammar,gramatica,15.3. Oraciones subordinadas adverbiales,Comparación de frecuencia o de intensidad sobre las acciones Corre tanto como yo [= es tan rápido como yo / corre con la misma frecuencia que yo].
pcic-00400,A2,grammar,gramatica,15.3. Oraciones subordinadas adverbiales,Posición antepuesta de la acción Corro tanto como tú . / *Tanto corro como tú .
pcic-00401,A2,grammar,gramatica,15.3. Oraciones subordinadas adverbiales,"Comparación de cualidades. Con adjetivos y adverbios más alto que la luna , más lejos que antes Soy más alto que tú ."
pcic-00402,A2,grammar,gramatica,15.3. Oraciones subordinadas adverbiales,Comparación de cantidad de objetos. Con sustantivos He comprado más libros que *profesora / una profesora / la profesora . Tengo más libros que tú .
pcic-00403,A2,grammar,gramatica,15.3. Oraciones subordinadas adverbiales,Comparación de frecuencia o de intensidad sobre las acciones. Con verbos. Posición antepuesta de la acción Corro más que tú . / *Más corro que tú .
pcic-00404,A2,grammar,gramatica,15.3. Oraciones subordinadas adverbiales,"Mejor... que . Sustitución por más bien , más bueno . Alternancia entre las dos formas"
pcic-00405,A2,grammar,gramatica,15.3. Oraciones subordinadas adverbiales,Mayor... que . Sustitución por más grande . Alternancia entre las dos formas
pcic-00406,A2,grammar,gramatica,15.3. Oraciones subordinadas adverbiales,Comparación de cualidades. Con adjetivos y adverbios Soy menos alto que tú . El piso es menos bonito que el estudio .
pcic-00407,A2,grammar,gramatica,15.3. Oraciones subordinadas adverbiales,Comparación de cantidad de objetos. Con sustantivos He comprado menos libros que *profesora / una profesora / la profesora . Tengo menos problemas que tú .
pcic-00408,A2,grammar,gramatica,15.3. Oraciones subordinadas adverbiales,Comparación de frecuencia o de intensidad sobre las acciones. Con verbos. Posición antepuesta de la acción Corro menos que tú . / *Menos corro que tú .
pcic-00409,A2,grammar,gramatica,15.3. Oraciones subordinadas adverbiales,"Peor... que . Sustitución por más mal , más malo"
pcic-00410,A2,grammar,gramatica,15.3. Oraciones subordinadas adverbiales,Menor... que . Sustitución por más pequeño . Alternancia entre las dos formas
pcic-00411,A2,grammar,gramatica,15.3. Oraciones subordinadas adverbiales,Introducidas por como Juan es como su padre .
pcic-00412,A1,vocab,nociones_generales,"1.1. Existencia, inexistencia",haber
pcic-00413,A1,vocab,nociones_generales,"1.1. Existencia, inexistencia",tener En mi barrio hay dos farmacias. En Toledo no hay aeropuerto. El piso tiene tres habitaciones. Vigo no tiene metro
pcic-00414,A1,vocab,nociones_generales,"1.1. Existencia, inexistencia",vivir
pcic-00415,A2,vocab,nociones_generales,"1.1. Existencia, inexistencia",no haber ningún No hay ninguna farmacia en esta calle
pcic-00416,A2,vocab,nociones_generales,"1.1. Existencia, inexistencia",nacer
pcic-00417,A2,vocab,nociones_generales,"1.1. Existencia, inexistencia",morir
pcic-00418,A2,vocab,nociones_generales,"1.1. Existencia, inexistencia",hacer hacer un dibujo hacer una tarta
pcic-00419,A1,vocab,nociones_generales,"1.2. Presencia, ausencia",haber Hay mucha gente en la calle
pcic-00420,A1,vocab,nociones_generales,"1.2. Presencia, ausencia",estar Luisa no está aquí
pcic-00421,A1,vocab,nociones_generales,"1.2. Presencia, ausencia",sin
pcic-00422,A1,vocab,nociones_generales,"1.2. Presencia, ausencia",con Sin azúcar
pcic-00423,A1,vocab,nociones_generales,"1.2. Presencia, ausencia",por favor. Con leche
pcic-00424,A1,vocab,nociones_generales,"1.2. Presencia, ausencia",gracias
pcic-00425,A2,vocab,nociones_generales,"1.2. Presencia, ausencia",nadie
pcic-00426,A2,vocab,nociones_generales,"1.2. Presencia, ausencia",nada No hay nadie en casa. No hay nada en la nevera
pcic-00427,A2,vocab,nociones_generales,"1.3. Disponibilidad, no disponibilidad",tener
pcic-00428,A2,vocab,nociones_generales,"1.3. Disponibilidad, no disponibilidad",haber No hay leche. Tenemos entradas para todos
pcic-00429,A1,vocab,nociones_generales,1.4. Cualidad general,ser Esta cámara es nueva. Mi coche es blanco. El hotel es grande
pcic-00430,A2,vocab,nociones_generales,1.4. Cualidad general,color ¿De qué color es?
pcic-00431,A2,vocab,nociones_generales,1.4. Cualidad general,igual
pcic-00432,A2,vocab,nociones_generales,1.4. Cualidad general,diferente
pcic-00433,A2,vocab,nociones_generales,1.4. Cualidad general,parecido
pcic-00434,A2,vocab,nociones_generales,1.4. Cualidad general,típico
pcic-00435,A2,vocab,nociones_generales,1.4. Cualidad general,ser de   La camisa es de algodón
pcic-00436,A1,vocab,nociones_generales,1.5. Acontecimiento,ser La clase es el lunes por la tarde
pcic-00437,A2,vocab,nociones_generales,1.5. Acontecimiento,haber El jueves hubo un concierto en el Palacio de la Música
pcic-00438,A1,vocab,nociones_generales,"1.6. Certeza, incertidumbre [ v. Funciones 2.13. , 2.14. ]",ser posible
pcic-00439,A1,vocab,nociones_generales,"1.6. Certeza, incertidumbre [ v. Funciones 2.13. , 2.14. ]",quizá
pcic-00440,A2,vocab,nociones_generales,"1.6. Certeza, incertidumbre [ v. Funciones 2.13. , 2.14. ]",verdad
pcic-00441,A2,vocab,nociones_generales,"1.6. Certeza, incertidumbre [ v. Funciones 2.13. , 2.14. ]",probable
pcic-00442,A2,vocab,nociones_generales,"1.6. Certeza, incertidumbre [ v. Funciones 2.13. , 2.14. ]",estar seguro
pcic-00443,A2,vocab,nociones_generales,"1.7. Realidad, ficción",increíble
pcic-00444,A2,vocab,nociones_generales,"1.8. Necesidad, contingencia, obligación",necesario
pcic-00445,A2,vocab,nociones_generales,"1.8. Necesidad, contingencia, obligación",necesitar
pcic-00446,A2,vocab,nociones_generales,"1.8. Necesidad, contingencia, obligación",tener suerte
pcic-00447,A1,vocab,nociones_generales,"2.1. Cantidad numérica [ v. Gramática 6. , Nociones específicas 16.3. ]",número
pcic-00448,A1,vocab,nociones_generales,"2.1. Cantidad numérica [ v. Gramática 6. , Nociones específicas 16.3. ]",Tengo 18 años. Somos cinco. Mi ciudad tiene 150.000 habitantes
pcic-00449,A1,vocab,nociones_generales,"2.1. Cantidad numérica [ v. Gramática 6. , Nociones específicas 16.3. ]",Vivimos en el cuarto piso
pcic-00450,A1,vocab,nociones_generales,2.2. Cantidad relativa [ v. Gramática 6. ],gente
pcic-00451,A1,vocab,nociones_generales,2.2. Cantidad relativa [ v. Gramática 6. ],precio
pcic-00452,A1,vocab,nociones_generales,2.2. Cantidad relativa [ v. Gramática 6. ],más
pcic-00453,A1,vocab,nociones_generales,2.2. Cantidad relativa [ v. Gramática 6. ],menos Más pan
pcic-00454,A1,vocab,nociones_generales,2.2. Cantidad relativa [ v. Gramática 6. ],por favor
pcic-00455,A1,vocab,nociones_generales,2.2. Cantidad relativa [ v. Gramática 6. ],menos Tiene más
pcic-00456,A1,vocab,nociones_generales,2.2. Cantidad relativa [ v. Gramática 6. ],menos 25.000 habitantes
pcic-00457,A1,vocab,nociones_generales,2.2. Cantidad relativa [ v. Gramática 6. ],muy
pcic-00458,A1,vocab,nociones_generales,2.2. Cantidad relativa [ v. Gramática 6. ],mucho
pcic-00459,A1,vocab,nociones_generales,2.2. Cantidad relativa [ v. Gramática 6. ],bastante
pcic-00460,A1,vocab,nociones_generales,2.2. Cantidad relativa [ v. Gramática 6. ],poco Tengo bastante dinero en el bolso
pcic-00461,A2,vocab,nociones_generales,2.2. Cantidad relativa [ v. Gramática 6. ],botella de
pcic-00462,A2,vocab,nociones_generales,2.2. Cantidad relativa [ v. Gramática 6. ],vaso de
pcic-00463,A2,vocab,nociones_generales,2.2. Cantidad relativa [ v. Gramática 6. ],paquete de
pcic-00464,A2,vocab,nociones_generales,2.2. Cantidad relativa [ v. Gramática 6. ],caja de
pcic-00465,A2,vocab,nociones_generales,2.2. Cantidad relativa [ v. Gramática 6. ],lata de
pcic-00466,A2,vocab,nociones_generales,2.2. Cantidad relativa [ v. Gramática 6. ],barra de
pcic-00467,A2,vocab,nociones_generales,2.2. Cantidad relativa [ v. Gramática 6. ],todo el mundo
pcic-00468,A2,vocab,nociones_generales,2.2. Cantidad relativa [ v. Gramática 6. ],de +   En la sala había más de diez personas
pcic-00469,A1,vocab,nociones_generales,2.5. Grado,menos
pcic-00470,A1,vocab,nociones_generales,2.5. Grado,un poco Me gusta mucho. Soy un poco tímido
pcic-00471,A2,vocab,nociones_generales,2.5. Grado,demasiado
pcic-00472,A2,vocab,nociones_generales,2.5. Grado,nada No me interesa nada el fútbol. Es demasiado caro
pcic-00473,A2,vocab,nociones_generales,2.5. Grado,más. que
pcic-00474,A2,vocab,nociones_generales,2.5. Grado,menos. que
pcic-00475,A2,vocab,nociones_generales,2.5. Grado,tan. como El piso es tan bonito como el apartamento
pcic-00476,A1,vocab,nociones_generales,2.6. Medidas,grande
pcic-00477,A1,vocab,nociones_generales,2.6. Medidas,pequeño
pcic-00478,A1,vocab,nociones_generales,2.6. Medidas,largo
pcic-00479,A1,vocab,nociones_generales,2.6. Medidas,corto
pcic-00480,A1,vocab,nociones_generales,2.6. Medidas,alto
pcic-00481,A1,vocab,nociones_generales,2.6. Medidas,bajo
pcic-00482,A1,vocab,nociones_generales,2.6. Medidas,metro
pcic-00483,A1,vocab,nociones_generales,2.6. Medidas,kilómetro
pcic-00484,A1,vocab,nociones_generales,2.6. Medidas,rápido
pcic-00485,A1,vocab,nociones_generales,2.6. Medidas,lento
pcic-00486,A1,vocab,nociones_generales,2.6. Medidas,despacio No entiendo
pcic-00487,A1,vocab,nociones_generales,2.6. Medidas,más despacio
pcic-00488,A1,vocab,nociones_generales,2.6. Medidas,delgado
pcic-00489,A1,vocab,nociones_generales,2.6. Medidas,gordo
pcic-00490,A1,vocab,nociones_generales,2.6. Medidas,pequeño un parque grande
pcic-00491,A1,vocab,nociones_generales,2.6. Medidas,caliente
pcic-00492,A1,vocab,nociones_generales,2.6. Medidas,frío El café está frío
pcic-00493,A1,vocab,nociones_generales,2.6. Medidas,frío
pcic-00494,A1,vocab,nociones_generales,2.6. Medidas,calor
pcic-00495,A2,vocab,nociones_generales,2.6. Medidas,talla
pcic-00496,A2,vocab,nociones_generales,2.6. Medidas,grande
pcic-00497,A2,vocab,nociones_generales,2.6. Medidas,pequeña
pcic-00498,A2,vocab,nociones_generales,2.6. Medidas,mediana
pcic-00499,A2,vocab,nociones_generales,2.6. Medidas,única
pcic-00500,A2,vocab,nociones_generales,2.6. Medidas,la   42
pcic-00501,A2,vocab,nociones_generales,2.6. Medidas,el   38
pcic-00502,A2,vocab,nociones_generales,2.6. Medidas,mediano
pcic-00503,A2,vocab,nociones_generales,2.6. Medidas,estrecho
pcic-00504,A2,vocab,nociones_generales,2.6. Medidas,ancho
pcic-00505,A2,vocab,nociones_generales,2.6. Medidas,centímetro
pcic-00506,A2,vocab,nociones_generales,2.6. Medidas,haber Hay 50 km hasta Mérida
pcic-00507,A2,vocab,nociones_generales,2.6. Medidas,kilómetros por hora
pcic-00508,A2,vocab,nociones_generales,2.6. Medidas,kilo
pcic-00509,A2,vocab,nociones_generales,2.6. Medidas,gramo  Un kilo de naranjas. 200 gramos de jamón.   libra
pcic-00510,A2,vocab,nociones_generales,2.6. Medidas,pesar ¿Cuánto pesa?
pcic-00511,A2,vocab,nociones_generales,2.6. Medidas,metro  cuadrado
pcic-00512,A2,vocab,nociones_generales,2.6. Medidas,tener +   + metros cuadrados El piso tiene 80 metros cuadrados
pcic-00513,A2,vocab,nociones_generales,2.6. Medidas,litro
pcic-00514,A2,vocab,nociones_generales,2.6. Medidas,frío
pcic-00515,A2,vocab,nociones_generales,2.6. Medidas,calor Tengo mucho calor
pcic-00516,A1,vocab,nociones_generales,3.1. Localización,lugar
pcic-00517,A1,vocab,nociones_generales,3.1. Localización,estar Tikal está en Guatemala
pcic-00518,A1,vocab,nociones_generales,3.1. Localización,aquí
pcic-00519,A1,vocab,nociones_generales,3.1. Localización,allí   acá
pcic-00520,A1,vocab,nociones_generales,3.1. Localización,allá
pcic-00521,A2,vocab,nociones_generales,3.2. Posición absoluta,estar sentado
pcic-00522,A2,vocab,nociones_generales,3.2. Posición absoluta,de pie
pcic-00523,A1,vocab,nociones_generales,3.3. Posición relativa,cerca
pcic-00524,A1,vocab,nociones_generales,3.3. Posición relativa,lejos
pcic-00525,A1,vocab,nociones_generales,3.3. Posición relativa,a la derecha
pcic-00526,A1,vocab,nociones_generales,3.3. Posición relativa,a la izquierda
pcic-00527,A1,vocab,nociones_generales,3.3. Posición relativa,al lado
pcic-00528,A1,vocab,nociones_generales,3.3. Posición relativa,al final
pcic-00529,A1,vocab,nociones_generales,3.3. Posición relativa,en el centro
pcic-00530,A1,vocab,nociones_generales,3.3. Posición relativa,en
pcic-00531,A1,vocab,nociones_generales,3.3. Posición relativa,entre Las llaves están en la cartera. Hay una calle pequeña entre el supermercado
pcic-00532,A1,vocab,nociones_generales,3.3. Posición relativa,la cafetería
pcic-00533,A2,vocab,nociones_generales,3.3. Posición relativa,dentro
pcic-00534,A2,vocab,nociones_generales,3.3. Posición relativa,fuera
pcic-00535,A2,vocab,nociones_generales,3.3. Posición relativa,debajo
pcic-00536,A2,vocab,nociones_generales,3.3. Posición relativa,encima     arriba
pcic-00537,A2,vocab,nociones_generales,3.3. Posición relativa,delante
pcic-00538,A2,vocab,nociones_generales,3.3. Posición relativa,detrás
pcic-00539,A2,vocab,nociones_generales,3.3. Posición relativa,enfrente
pcic-00540,A2,vocab,nociones_generales,3.3. Posición relativa,alrededor   Había cuatro sillas alrededor de la mesa
pcic-00541,A2,vocab,nociones_generales,3.3. Posición relativa,las afueras   Vive en las afueras de la ciudad
pcic-00542,A2,vocab,nociones_generales,3.4. Distancia,distancia No hay mucha distancia entre los dos pueblos
pcic-00543,A2,vocab,nociones_generales,3.4. Distancia,haber ¿Cuántos kilómetros hay a Valencia?
pcic-00544,A2,vocab,nociones_generales,3.4. Distancia,desde
pcic-00545,A2,vocab,nociones_generales,3.4. Distancia,hasta
pcic-00546,A2,vocab,nociones_generales,3.4. Distancia,entre Hay 50 m desde la estación hasta mi casa. ¿Qué distancia hay entre el hotel
pcic-00547,A2,vocab,nociones_generales,3.4. Distancia,el aeropuerto?
pcic-00548,A1,vocab,nociones_generales,"3.5. Movimiento, estabilidad",ir
pcic-00549,A1,vocab,nociones_generales,"3.5. Movimiento, estabilidad",volver
pcic-00550,A1,vocab,nociones_generales,"3.5. Movimiento, estabilidad",venir
pcic-00551,A1,vocab,nociones_generales,"3.5. Movimiento, estabilidad",llegar
pcic-00552,A1,vocab,nociones_generales,"3.5. Movimiento, estabilidad",viajar
pcic-00553,A1,vocab,nociones_generales,"3.5. Movimiento, estabilidad",salir
pcic-00554,A1,vocab,nociones_generales,"3.5. Movimiento, estabilidad",entrar
pcic-00555,A1,vocab,nociones_generales,"3.5. Movimiento, estabilidad",a pie
pcic-00556,A1,vocab,nociones_generales,"3.5. Movimiento, estabilidad",en coche
pcic-00557,A1,vocab,nociones_generales,"3.5. Movimiento, estabilidad",en metro
pcic-00558,A1,vocab,nociones_generales,"3.5. Movimiento, estabilidad",en autobús
pcic-00559,A1,vocab,nociones_generales,"3.5. Movimiento, estabilidad",en tren
pcic-00560,A1,vocab,nociones_generales,"3.5. Movimiento, estabilidad",en barco
pcic-00561,A1,vocab,nociones_generales,"3.5. Movimiento, estabilidad",en avión Normalmente voy a pie al trabajo. Prefiero viajar en tren
pcic-00562,A2,vocab,nociones_generales,"3.5. Movimiento, estabilidad",transporte El transporte público es muy bueno en esta ciudad
pcic-00563,A2,vocab,nociones_generales,"3.5. Movimiento, estabilidad",subir
pcic-00564,A2,vocab,nociones_generales,"3.5. Movimiento, estabilidad",bajar
pcic-00565,A2,vocab,nociones_generales,"3.5. Movimiento, estabilidad",andar
pcic-00566,A2,vocab,nociones_generales,"3.5. Movimiento, estabilidad",caminar
pcic-00567,A2,vocab,nociones_generales,"3.5. Movimiento, estabilidad",pasear
pcic-00568,A2,vocab,nociones_generales,"3.5. Movimiento, estabilidad",correr Para llegar a la playa hay que andar dos
pcic-00569,A2,vocab,nociones_generales,"3.5. Movimiento, estabilidad",tres kilómetros
pcic-00570,A2,vocab,nociones_generales,"3.5. Movimiento, estabilidad",pasar   El autobús no pasa por el centro
